id,parent_id,area_name,latitude,longitude
1361,560,SIPOHOLON,2.064,98.921
1362,560,TARUTUNG,2.023,98.986
1363,560,SIATAS BARITA,2.005,99.049
1364,560,PAHAE JULU,1.88,99.059
1365,560,PAHAE JAE,1.82,99.15
1366,560,PURBATUA,1.723,99.067
1367,560,SIMANGUMBAN,1.76,99.227
1368,560,PANGARIBUAN,1.958,99.202
1369,560,GAROGA,2.03,99.352
1370,560,SIPAHUTAR,2.129,99.135
1371,560,SIBORONG-BORONG,2.207,99.025
1372,560,PAGARAN,2.178,98.884
1373,560,MUARA,2.32,98.948
1374,561,BALIGE,2.3,99.081
1375,561,TAMPAHAN,2.31,99.014
1376,561,LAGUBOTI,2.33,99.162
1377,561,HABINSARAN,2.36,99.343
1378,561,BORBOR,2.209,99.283
1379,561,NASSAU,2.313,99.47
1380,561,SILAEN,2.429,99.276
1381,561,SIGUMPAR,2.394,99.179
1382,561,PORSEA,2.476,99.125
1383,561,PINTU POHAN MERANT,2.53,99.352
1384,561,SIANTAR NARUMONDA,2.454,99.216
1385,561,PARMAKSIAN,2.487,99.192
1386,561,LUMBAN JULU,2.569,99.035
1387,561,ULUAN,2.442,99.08
1388,561,AJIBATA,2.608,98.947
1389,561,BONATUA LUNASI,2.528,99.125
1390,562,BILAH HULU,1.987,99.93
1391,562,PANGKATAN,2.186,100.017
1392,562,BILAH BARAT,2.089,99.798
1393,562,BILAH HILIR,2.343,100.075
1394,562,PANAI HULU,2.426,100.138
1395,562,PANAI TENGAH,2.366,100.243
1396,562,PANAI HILIR,2.617,100.173
1397,562,RANTAU SELATAN,2.061,99.846
1398,562,RANTAU UTARA,2.105,99.823
1399,563,BANDAR PASIR MANDOGE,2.735,99.263
1400,563,BANDAR PULAU,2.664,99.4
1401,563,AEK SONGSONGAN,2.605,99.369
1402,563,RAHUNING,2.73,99.509
1403,563,PULAU RAKYAT,2.733,99.683
1404,563,AEK KUASAN,2.667,99.711
1405,563,AEK LEDONG,2.611,99.647
1406,563,SEI KEPAYANG,2.833,99.865
1407,563,SEI KEPAYANG BARAT,2.958,99.853
1408,563,SEI KEPAYANG TIMUR,2.959,99.922
1409,563,TANJUNG BALAI,3.036,99.817
1410,563,SIMPANG EMPAT,2.901,99.746
1411,563,TELUK DALAM,2.81,99.669
1412,563,AIR BATU,2.863,99.625
1413,563,SEI DADAP,2.941,99.646
1414,563,BUNTU PANE,2.862,99.488
1415,563,TINGGI RAJA,2.832,99.54
1416,563,SETIA JANJI,2.937,99.489
1417,563,MERANTI,3.083,99.619
1418,563,PULO BANDRING,2.993,99.556
1419,563,RAWANG PANCA ARGA,3.06,99.661
1420,563,AIR JOMAN,3.012,99.716
1421,563,SILO LAUT,3.09,99.745
1422,563,KISARAN BARAT,2.994,99.597
1423,563,KISARAN TIMUR,2.986,99.645
1424,564,SILIMAKUTA,2.955,98.631
1425,564,PEMATANG SILIMAHUT,2.946,98.571
1426,564,PURBA,2.915,98.714
1427,564,HARANGGAOL HORISON,2.866,98.669
1428,564,DOLOK PARDAMEAN,2.843,98.816
1429,564,SIDAMANIK,2.843,98.942
1430,564,PEMATANG SIDAMANIK,2.785,98.879
1431,564,GIRSANG SIPANGAN B,2.676,98.969
1432,564,TANAH JAWA,2.879,99.176
1433,564,HATONDUHAN,2.747,99.125
1434,564,DOLOK PANRIBUAN,2.778,99.036
1435,564,JORLANG HATARAN,2.823,99.004
1436,564,PANEI,2.901,98.939
1437,564,PANOMBEAN PANEI,2.954,98.988
1438,564,RAYA,2.979,98.856
1439,564,DOLOK SILAU,3.068,98.701
1440,564,SILAU KAHEAN,3.179,98.853
1441,564,RAYA KAHEAN,3.118,98.923
1442,564,TAPIAN DOLOK,3.065,99.065
1443,564,DOLOK BATUNANGGAR,3.124,99.149
1444,564,SIANTAR,2.94,99.106
1445,564,GUNUNG MALELA,3.023,99.203
1446,564,GUNUNG MALIGAS,3.047,99.154
1447,564,HUTABAYU RAJA,2.988,99.296
1448,564,JAWA MARAJA BAH JA,2.961,99.223
1449,564,PEMATANG BANDAR,3.103,99.248
1450,564,BANDAR HULUAN,3.167,99.22
1451,564,BANDAR,3.185,99.321
1452,564,BANDAR MASILAM,3.253,99.297
1453,564,BOSAR MALIGAS,3.048,99.375
1454,564,UJUNG PADANG,3.018,99.462
1455,565,SIDIKALANG,2.74,98.32
1456,565,BERAMPU,2.734,98.254
1457,565,SITINJO,2.703,98.362
1458,565,PARBULUAN,2.635,98.474
1459,565,SUMBUL,2.755,98.449
1460,565,SILAHI SABUNGAN,2.771,98.529
1461,565,SILIMA PUNGGA-PUNGGA,2.858,98.06
1462,565,LAE PARIRA,2.787,98.182
1463,565,SIEMPAT NEMPU,2.814,98.221
1464,565,SIEMPAT NEMPU HULU,2.82,98.272
1465,565,SIEMPAT NEMPU HILIR,2.899,98.065
1466,565,TIGALINGGA,2.891,98.248
1467,565,GUNUNG SITEMBER,2.947,98.147
1468,565,PEGAGAN HILIR,2.855,98.387
1469,565,TANAH PINEM,2.997,98.105
1470,566,MARDINDING,3.233,98.029
1471,566,LAUBALENG,3.136,98.074
1472,566,TIGABINANGA,3.096,98.212
1473,566,JUHAR,2.999,98.294
1474,566,MUNTE,3.06,98.377
1475,566,KUTABULUH,3.199,98.223
1476,566,PAYUNG,3.126,98.375
1477,566,TIGANDERKET,3.19,98.346
1478,566,SIMPANG EMPAT,3.138,98.453
1479,566,NAMAN TERAN,3.201,98.416
1480,566,MERDEKA,3.2,98.48
1481,566,KABANJAHE,3.103,98.475
1482,566,BERASTAGI,3.19,98.517
1483,566,TIGAPANAH,3.069,98.503
1484,566,DOLAT RAYAT,3.173,98.543
1485,566,MEREK,2.957,98.48
1486,566,BARUS JAHE,3.136,98.581
1487,567,GUNUNG MERIAH,3.129,98.668
1488,567,STM HULU,3.245,98.699
1489,567,SIBOLANGIT,3.304,98.565
1490,567,KUTALIMBARU,3.416,98.521
1491,567,PANCUR BATU,3.487,98.579
1492,567,NAMO RAMBE,3.442,98.638
1493,567,BIRU-BIRU,3.386,98.659
1494,567,STM HILIR,3.374,98.721
1495,567,BANGUN PURBA,3.371,98.82
1496,567,GALANG,3.439,98.885
1497,567,TANJUNG MORAWA,3.532,98.806
1498,567,PATUMBAK,3.495,98.722
1499,567,DELI TUA,3.496,98.69
1500,567,SUNGGAL,3.614,98.579
1501,567,HAMPARAN PERAK,3.767,98.601
1502,567,LABUHAN DELI,3.766,98.657
1503,567,PERCUT SEI TUAN,3.658,98.751
1504,567,BATANG KUIS,3.625,98.821
1505,567,PANTAI LABU,3.668,98.879
1506,567,BERINGIN,3.623,98.878
1507,567,LUBUK PAKAM,3.57,98.885
1508,567,PAGAR MERBAU,3.544,98.9
1509,568,BOHOROK,3.466,98.094
1510,568,SERAPIT,3.583,98.3
1511,568,SALAPIAN,3.431,98.312
1512,568,KUTAMBARU,3.329,98.276
1513,568,SEI BINGAI,3.378,98.456
1514,568,KUALA,3.462,98.383
1515,568,SELESAI,3.613,98.4
1516,568,BINJAI,3.663,98.459
1517,568,STABAT,3.733,98.462
1518,568,WAMPU,3.7,98.34
1519,568,BATANG SERANGAN,3.694,98.031
1520,568,SAWIT SEBERANG,3.822,98.229
1521,568,PADANG TUALANG,3.814,98.323
1522,568,HINAI,3.833,98.428
1523,568,SECANGGANG,3.866,98.541
1524,568,TANJUNGPURA,3.961,98.476
1525,568,GEBANG,3.973,98.375
1526,568,BABALAN,4.032,98.336
1527,568,SEI LEPAN,3.884,98.175
1528,568,BRANDAN BARAT,4.035,98.256
1529,568,BESITANG,3.954,98.069
1530,568,PANGKALANSUSU,4.14,98.221
1531,568,PEMATANG JAYA,4.21,98.152
1532,569,HIBALA,-0.369,98.454
1533,569,PULAU PULAU BATU,-0.105,98.299
1534,569,PULAU PULAU BATU TIMUR,0.095,98.66
1535,569,TELUK DALAM,0.609,97.833
1536,569,FANAYAMA,0.616,97.769
1537,569,TOMA,0.669,97.878
1538,569,MANIAMOLO,0.648,97.732
1539,569,MAZINO,0.706,97.828
1540,569,AMANDRAYA,0.75,97.688
1541,569,ARAMO,0.73,97.744
1542,569,LAHUSA,0.798,97.848
1543,569,GOMO,0.879,97.788
1544,569,SUSUA,0.795,97.761
1545,569,MAZO,0.825,97.769
1546,569,UMBUNASI,0.923,97.741
1547,569,LOLOMATUA,0.922,97.667
1548,569,LOLOWAU,0.92,97.595
1549,569,HILIMEGAI,0.861,97.634
1550,570,PAKKAT,2.168,98.457
1551,570,ONAN GANJANG,2.119,98.622
1552,570,SIJAMAPOLANG,2.143,98.705
1553,570,DOLOKSANGGUL,2.25,98.733
1554,570,LINTONG NIHUTA,2.26,98.856
1555,570,PARANGINAN,2.295,98.93
1556,570,BAKTI RAJA,2.33,98.818
1557,570,POLLUNG,2.355,98.69
1558,570,PARLILITAN,2.375,98.468
1559,570,TARABINTANG,2.264,98.371
1560,571,SALAK,2.459,98.285
1561,571,SITELLU TALI URANG JEHE,2.662,98.163
1562,571,PAGINDAR,2.437,98.178
1563,571,SITELLU TALI URANG JULU,2.5,98.379
1564,571,PERGETTENG-GETTENG SENGKU,2.543,98.252
1565,571,KERAJAAN,2.639,98.285
1566,571,TINADA,2.602,98.319
1567,571,SIEMPAT RUBE,2.574,98.401
1568,572,SIANJUR MULAMULA,2.634,98.607
1569,572,HARIAN,2.506,98.591
1570,572,SITIO-TIO,2.449,98.763
1571,572,ONANRUNGGU,2.498,98.945
1572,572,NAINGGOLAN,2.474,98.896
1573,572,PALIPI,2.528,98.819
1574,572,RONGGUR NIHUTA,2.619,98.794
1575,572,PANGURURAN,2.629,98.72
1576,572,SIMANINDO,2.666,98.806
1577,573,KOTARIH,3.289,98.857
1578,573,SILINDA,3.263,98.797
1579,573,BINTANG BAYU,3.297,98.927
1580,573,DOLOK MASIHUL,3.327,99.021
1581,573,SERBA JADI,3.39,98.941
1582,573,SIPISPIS,3.163,99.015
1583,573,DOLOK MERAWAN,3.19,99.119
1584,573,TEBING TINGGI,3.339,99.148
1585,573,TEBING SYAHBANDAR,3.295,99.205
1586,573,BANDAR KHALIPAH,3.418,99.268
1587,573,TANJUNG BERINGIN,3.483,99.212
1588,573,SEI RAMPAH,3.457,99.072
1589,573,SEI BAMBAN,3.426,99.152
1590,573,TELUK MENGKUDU,3.538,99.124
1591,573,PERBAUNGAN,3.56,99
1592,573,PEGAJAHAN,3.484,98.978
1593,573,PANTAI CERMIN,3.617,98.99
1594,574,SEI BALAI,3.104,99.58
1595,574,TANJUNG TIRAM,3.168,99.658
1596,574,TALAWI,3.168,99.535
1597,574,LIMA PULUH,3.219,99.459
1598,574,AIR PUTIH,3.287,99.396
1599,574,SEI SUKA,3.319,99.328
1600,574,MEDANG DERAS,3.379,99.363
1601,575,BATANG ONANG,1.33,99.464
1602,575,PADANG BOLAK JULU,1.485,99.481
1603,575,PORTIBI,1.408,99.655
1604,575,PADANG BOLAK,1.549,99.61
1605,575,SIMANGAMBAT,1.519,100.093
1606,575,HALONGONAN,1.629,99.777
1607,575,DOLOK,1.843,99.674
1608,575,DOLOK SIGOMPULON,1.969,99.701
1609,575,HULU SIHAPAS,1.457,99.425
1610,576,SOSOPAN,1.205,99.559
1611,576,ULU BARUMUN,1.072,99.633
1612,576,BARUMUN,0.989,99.703
1613,576,LUBUK BARUMUN,1.16,99.787
1614,576,SOSA,1.006,99.874
1615,576,BATANG LUBU SUTAM,0.909,100.068
1616,576,HUTA RAJA TINGGI,1.147,100.036
1617,576,HURISTAK,1.382,99.908
1618,576,BARUMUN TENGAH,1.305,99.751
1619,577,SUNGAI KANAN,1.734,99.876
1620,577,TORGAMBA,1.701,100.248
1621,577,KOTA PINANG,1.887,100.078
1622,577,SILANGKITANG,1.87,99.938
1623,577,KAMPUNG RAKYAT,2.067,100.213
1624,578,NA IX-X,2.169,99.662
1625,578,MARBAU,2.246,99.863
1626,578,AEK KUO,2.373,99.857
1627,578,AEKNATAS,2.293,99.606
1628,578,KUALUH SELATAN,2.472,99.649
1629,578,KUALUH HILIR,2.541,99.967
1630,578,KUALUH HULU,2.549,99.639
1631,578,KUALUH LEIDONG,2.698,99.916
1632,579,TUGALA OYO,1.123,97.426
1633,579,ALASA,1.199,97.392
1634,579,ALASA TALUMUZOI,1.253,97.457
1635,579,NAMOHALU ESIWA,1.329,97.42
1636,579,SITOLU ORI,1.405,97.448
1637,579,TUHEMBERUA,1.449,97.463
1638,579,SAWO,1.494,97.385
1639,579,LOTU,1.421,97.363
1640,579,LAHEWA TIMUR,1.356,97.315
1641,579,AFULU,1.255,97.282
1642,579,LAHEWA,1.37,97.195
1643,580,SIROMBU,0.924,97.452
1644,580,LAHOMI,0.977,97.51
1645,580,ULU MARO O,1.026,97.554
1646,580,LOLOFITU MOI,1.078,97.602
1647,580,MANDREHE UTARA,1.116,97.521
1648,580,MANDREHE,1.052,97.507
1649,580,MANDREHE BARAT,1.015,97.43
1650,580,MARO O,1.072,97.424
1651,581,SIBOLGA UTARA,1.748,98.784
1652,581,SIBOLGA KOTA,1.727,98.774
1653,581,SIBOLGA SELATAN,1.731,98.799
1654,581,SIBOLGA SAMBAS,1.733,98.786
1655,582,DATUK BANDAR,2.947,99.779
1656,582,DATUK BANDAR TIMUR,2.945,99.817
1657,582,TANJUNGBALAI SELATAN,2.963,99.802
1658,582,TANJUNGBALAI UTARA,2.97,99.802
1659,582,SEI TUALANG RASO,2.989,99.784
1660,582,TELUK NIBUNG,3.002,99.804
1661,583,SIANTAR MARIHAT,2.944,99.085
1662,583,SIANTAR MARIMBUN,2.922,99.049
1663,583,SIANTAR SELATAN,2.948,99.061
1664,583,SIANTAR BARAT,2.957,99.056
1665,583,SIANTAR UTARA,2.97,99.064
1666,583,SIANTAR TIMUR,2.962,99.079
1667,583,SIANTAR MARTOBA,2.996,99.077
1668,583,SIANTAR SITALASARI,2.973,99.039
1669,584,PADANG HULU,3.303,99.139
1670,584,TEBING TINGGI KOTA,3.327,99.162
1671,584,RAMBUTAN,3.353,99.165
1672,584,BAJENIS,3.333,99.137
1673,584,PADANG HILIR,3.327,99.178
1674,585,MEDAN TUNTUNGAN,3.518,98.622
1675,585,MEDAN JOHOR,3.529,98.67
1676,585,MEDAN AMPLAS,3.539,98.713
1677,585,MEDAN DENAI,3.573,98.721
1678,585,MEDAN AREA,3.579,98.7
1679,585,MEDAN KOTA,3.57,98.695
1680,585,MEDAN MAIMUN,3.568,98.684
1681,585,MEDAN POLONIA,3.56,98.673
1682,585,MEDAN BARU,3.568,98.659
1683,585,MEDAN SELAYANG,3.553,98.634
1684,585,MEDAN SUNGGAL,3.581,98.627
1685,585,MEDAN HELVETIA,3.606,98.633
1686,585,MEDAN PETISAH,3.592,98.66
1687,585,MEDAN BARAT,3.608,98.668
1688,585,MEDAN TIMUR,3.619,98.682
1689,585,MEDAN PERJUANGAN,3.603,98.693
1690,585,MEDAN TEMBUNG,3.606,98.711
1691,585,MEDAN DELI,3.66,98.675
1692,585,MEDAN LABUHAN,3.719,98.695
1693,585,MEDAN MARELAN,3.712,98.655
1694,585,MEDAN KOTA BELAWAN,3.767,98.668
1695,586,BINJAI SELATAN,3.565,98.472
1696,586,BINJAI KOTA,3.6,98.477
1697,586,BINJAI TIMUR,3.595,98.517
1698,586,BINJAI UTARA,3.643,98.498
1699,586,BINJAI BARAT,3.618,98.468
1700,587,PADANGSIDIMPUAN TENGGARA,1.333,99.317
1701,587,PADANGSIDIMPUAN SELATAN,1.373,99.277
1702,587,PADANGSIDIMPUAN BATUNADUA,1.406,99.299
1703,587,PADANGSIDIMPUAN UTARA,1.394,99.26
1704,587,PADANGSIDIMPUAN HUTAIMBAR,1.425,99.241
1705,587,PADANGSIDIMPUAN ANGKOLA J,1.448,99.268
1706,588,GUNUNG SITOLI IDANOI,1.154,97.646
1707,588,GUNUNG SITOLI SELATAN,1.216,97.628
1708,588,GUNUNG SITOLI BARAT,1.226,97.588
1709,588,GUNUNG SITOLI,1.279,97.599
1710,588,GUNUNG SITOLI ALO OA,1.307,97.536
1711,588,GUNUNG SITOLI UTARA,1.364,97.521
1712,589,PAGAI SELATAN,-3.049,100.34
1713,589,SIKAKAP,-2.756,100.147
1714,589,PAGAI UTARA,-2.668,100.039
1715,589,SIPORA SELATAN,-2.244,99.718
1716,589,SIPORA UTARA,-2.141,99.606
1717,589,SIBERUT SELATAN,-1.529,99.058
1718,589,SEBERUT BARAT DAYA,-1.674,99.048
1719,589,SIBERUT TENGAH,-1.364,99.051
1720,589,SIBERUT UTARA,-1.187,98.883
1721,589,SIBERUT BARAT,-1.209,98.764
1722,590,LUNANG SILAUT,-2.298,101.097
1723,590,BASA AMPEK BALAI TAPAN,-2.135,101.092
1724,590,PANCUNG SOAL,-2.014,101.015
1725,590,LINGGO SARI BAGANTI,-1.821,100.987
1726,590,RANAH PESISIR,-1.686,100.921
1727,590,LENGAYANG,-1.574,100.83
1728,590,SUTERA,-1.455,100.752
1729,590,BATANG KAPAS,-1.392,100.666
1730,590,IV JURAI,-1.265,100.663
1731,590,BAYANG,-1.258,100.533
1732,590,IV NAGARI BAYANG UTARA,-1.15,100.641
1733,590,KOTO XI TARUSAN,-1.134,100.484
1734,591,PANTAI CERMIN,-1.239,100.882
1735,591,LEMBAH GUMANTI,-1.089,100.803
1736,591,HILIRAN GUMANTI,-1.145,100.935
1737,591,PAYUNG SEKAKI,-0.88,100.831
1738,591,TIGO LURAH BAJANJANG,-1.022,101.024
1739,591,LEMBANG JAYA,-0.965,100.719
1740,591,DANAU KEMBAR,-1.055,100.695
1741,591,GUNUNG TALANG,-0.964,100.622
1742,591,BUKIT SUNDI,-0.882,100.723
1743,591,IX KOTO SUNGAI LASI,-0.79,100.758
1744,591,KUBUNG,-0.819,100.606
1745,591,X KOTO DIATAS,-0.628,100.656
1746,591,X KOTO SINGKARAK,-0.711,100.572
1747,591,JUNJUNG SIRIH,-0.68,100.493
1748,591,DANAU,-1.076,100.755
1749,592,KAMANG BARU,-0.782,101.31
1750,592,TANJUNG GADANG,-0.851,101.138
1751,592,SIJUNJUNG,-0.615,101.058
1752,592,LUBUK TAROK,-0.794,100.998
1753,592,IV NAGARI,-0.727,100.888
1754,592,KUPITAN,-0.707,100.833
1755,592,KOTO TUJUH,-0.596,100.847
1756,592,SUMPUR KUDUS,-0.435,100.932
1757,607,SEPULUH KOTO,-0.451,100.383
1758,607,BATIPUH,-0.492,100.456
1759,607,BATIPUH SELATAN,-0.597,100.466
1760,607,PARIANGAN,-0.449,100.501
1761,607,RAMBATAN,-0.524,100.573
1762,607,LIMA KAUM,-0.459,100.566
1763,607,TANJUNG EMAS,-0.48,100.659
1764,607,PADANG GANTING,-0.528,100.722
1765,607,LINTAU BUO,-0.488,100.791
1766,607,LINTAU BUO UTARA,-0.395,100.737
1767,607,SUNGAYANG,-0.38,100.617
1768,607,SUNGAI TARAB,-0.402,100.54
1769,607,SALIMPAUNG,-0.344,100.556
1770,607,TANJUNG BARU,-0.314,100.529
1771,593,BATANG ANAI,-0.753,100.316
1772,593,LUBUK ALUNG,-0.69,100.355
1773,593,SINTUK TOBOH GADANG,-0.669,100.251
1774,593,ULAKAN TAPAKIS,-0.701,100.216
1775,593,NAN SABARIS,-0.653,100.191
1776,593,2 X 11 ENAM LINGKUNG,-0.589,100.284
1777,593,ENAM LINGKUNG,-0.63,100.267
1778,593,2 X 11 KAYU TANAM,-0.57,100.354
1779,593,VII KOTO SUNGAI SARIAK,-0.586,100.198
1780,593,PATAMUAN,-0.505,100.265
1781,593,PADANG SAGO,-0.535,100.209
1782,593,V KOTO KAMPUNG DALAM,-0.481,100.152
1783,593,V KOTO TIMUR,-0.488,100.188
1784,593,SUNGAI LIMAU,-0.507,100.077
1785,593,BATANG GASAN,-0.437,100.014
1786,593,SUNGAI GERINGGING,-0.437,100.106
1787,593,IV KOTO AUR MALINTANG,-0.369,100.08
1788,594,TANJUNG MUTIARA,-0.291,99.88
1789,594,LUBUK BASUNG,-0.293,100.009
1790,594,IV NAGARI,-0.2,100.001
1791,594,TANJUNG RAYA,-0.313,100.186
1792,594,MATUR,-0.278,100.28
1793,594,IV KOTO,-0.334,100.319
1794,594,MALALAK,-0.413,100.272
1795,594,BANUHAMPU,-0.349,100.374
1796,594,SUNGAI PUA,-0.373,100.405
1797,594,IV ANGKAT CANDUNG,-0.29,100.425
1798,594,CANDUANG,-0.337,100.453
1799,594,BASO,-0.271,100.489
1800,594,TILATANG KAMANG,-0.251,100.379
1801,594,KAMANG MAGEK,-0.197,100.41
1802,594,PALEMBAYAN,-0.159,100.167
1803,594,PALUPUH,-0.125,100.3
1804,595,PAYAKUMBUH,-0.171,100.591
1805,595,AKABILURU,-0.222,100.519
1806,595,LUAK,-0.269,100.679
1807,595,LAREH SAGO HALABAN,-0.294,100.762
1808,595,SITUJUAH LIMO NAGARI,-0.311,100.626
1809,595,HARAU,-0.12,100.696
1810,595,GUGUAK,-0.141,100.527
1811,595,MUNGKA,-0.058,100.581
1812,595,SULIKI,-0.11,100.446
1813,595,BUKIK BARISAN,0.029,100.457
1814,595,GUNUANG OMEH,-0.041,100.35
1815,595,KAPUR IX,0.239,100.446
1816,595,PANGKALAN KOTO BARU,0.1,100.702
1817,596,BONJOL,0.006,100.242
1818,596,TIGO NAGARI,0.006,100.07
1819,596,SIMPANG ALAHAN MATI,-0.008,100.162
1820,596,LUBUK SIKAPING,0.153,100.127
1821,596,DUA KOTO,0.374,99.903
1822,596,PANTI,0.353,100.093
1823,596,PADANG GELUGUR,0.428,100.051
1824,596,RAO,0.558,99.979
1825,596,MAPAT TUNGGUL,0.68,100.151
1826,596,MAPAT TUNGGUL SELATAN,0.321,100.237
1827,596,RAO SELATAN,0.523,100.062
1828,596,RAO UTARA,0.739,99.966
1829,597,SANGIR,-1.594,101.276
1830,597,SANGIR JUJUAN,-1.425,101.315
1831,597,SANGIR BALAI JANGGO,-1.444,101.502
1832,597,SANGIR BATANG HARI,-1.231,101.348
1833,597,SUNGAI PAGU,-1.47,101.081
1834,597,PAUH DUO,-1.564,101.11
1835,597,KOTO PARIK GADANG DIATEH,-1.313,101.059
1836,598,SUNGAI RUMBAI,-1.214,101.743
1837,598,KOTO BESAR,-1.228,101.577
1838,598,ASAM JUJUHAN,-1.501,101.592
1839,598,KOTO BARU,-1.121,101.688
1840,598,KOTO SALAK,-1.149,101.811
1841,598,TIUMANG,-1.056,101.742
1842,598,PADANG LAWEH,-1.027,101.785
1843,598,SITIUNG,-1.003,101.627
1844,598,TIMPEH,-0.89,101.605
1845,598,PULAU PUNJUNG,-1.02,101.495
1846,598,IX KOTO,-1.031,101.283
1847,599,SUNGAI BEREMAS,0.262,99.346
1848,599,RANAH BATAHAN,0.434,99.46
1849,599,KOTO BALINGKA,0.314,99.511
1850,599,SUNGAI AUR,0.248,99.627
1851,599,LEMBAH MALINTANG,0.357,99.587
1852,599,GUNUNG TULEH,0.318,99.752
1853,599,TALAMAU,0.212,99.943
1854,599,PASAMAN,0.12,99.81
1855,599,LUHAK NAN DUO,0.037,99.797
1856,599,SASAK RANAH PASISIE,0.06,99.653
1857,599,KINALI,-0.067,99.892
1858,600,BUNGUS TELUK KABUNG,-1.051,100.417
1859,600,LUBUK KILANGAN,-0.957,100.495
1860,600,LUBUK BEGALUNG,-0.98,100.403
1861,600,PADANG SELATAN,-0.977,100.362
1862,600,PADANG TIMUR,-0.945,100.379
1863,600,PADANG BARAT,-0.944,100.357
1864,600,PADANG UTARA,-0.913,100.358
1865,600,NANGGALO,-0.9,100.372
1866,600,KURANJI,-0.895,100.415
1867,600,PAUH,-0.878,100.491
1868,600,KOTO TANGAH,-0.809,100.405
1869,601,LUBUK SIKARAH,-0.795,100.611
1870,601,TANJUNG HARAPAN,-0.763,100.661
1871,602,SILUNGKANG,-0.733,100.787
1872,602,LEMBAH SEGAR,-0.695,100.761
1873,602,BARANGIN,-0.658,100.726
1874,602,TALAWI,-0.603,100.768
1875,603,PADANG PANJANG BARAT,-0.472,100.389
1876,603,PADANG PANJANG TIMUR,-0.471,100.418
1877,604,GUGUK PANJANG,-0.305,100.367
1878,604,MANDIANGIN KOTO SELAYAN,-0.291,100.367
1879,604,AUR BIRUGO TIGO BALEH,-0.316,100.388
1880,605,PAYAKUMBUH BARAT,-0.236,100.611
1881,605,PAYAKUMBUH SELATAN,-0.261,100.626
1882,605,PAYAKUMBUH TIMUR,-0.222,100.661
1883,605,PAYAKUMBUH UTARA,-0.205,100.641
1884,605,PAYAKUMBUH LAMPOSI TIGO N,-0.204,100.603
1885,606,PARIAMAN SELATAN,-0.64,100.158
1886,606,PARIAMAN TENGAH,-0.626,100.131
1887,606,PARIAMAN TIMUR,-0.604,100.146
1888,606,PARIAMAN UTARA,-0.576,100.118
1889,,DANAU,-0.612,100.541
1890,608,KUANTAN MUDIK,-0.78,101.642
1891,608,HULU KUANTAN,-0.582,101.352
1892,608,GUNUNG TOAR,-0.601,101.514
1893,608,SINGINGI,-0.437,101.276
1894,608,SINGINGI HILIR,-0.218,101.303
1895,608,KUANTAN TENGAH,-0.564,101.605
1896,608,BENAI,-0.42,101.588
1897,608,KUANTAN HILIR,-0.472,101.77
1898,608,PANGEAN,-0.462,101.689
1899,608,LOGAS TANAH DARAT,-0.254,101.588
1900,608,CERENTI,-0.499,101.864
1901,608,INUMAN,-0.488,101.801
1902,609,KERITANG,-0.697,102.842
1903,609,KEMUNING,-0.926,102.71
1904,609,RETEH,-0.715,103.26
1905,609,SUNGAI BATANG,-0.614,103.222
1906,609,ENOK,-0.507,103.128
1907,609,TANAH MERAH,-0.475,103.353
1908,609,KUALA INDRAGIRI,-0.335,103.476
1909,609,CONCONG,-0.284,103.593
1910,609,TEMBILAHAN,-0.34,103.181
1911,609,TEMBILAHAN HULU,-0.384,103.087
1912,609,TEMPULING,-0.411,102.9
1913,609,KEMPAS,-0.471,102.804
1914,609,BATANG TUAKA,-0.268,103.121
1915,609,GAUNG ANAK SERKA,-0.193,103.156
1916,609,GAUNG,-0.054,102.99
1917,609,MANDAH,0.079,103.328
1918,609,KATEMAN,0.233,103.655
1919,609,PELANGIRAN,0.204,103.351
1920,609,TELUK BELENGKONG,0.3,103.346
1921,609,PULAU BURUNG,0.416,103.393
1922,610,LANGGAM,0.082,101.693
1923,610,PANGKALAN KERINCI,0.363,101.849
1924,610,BANDAR SEI KIJANG,0.417,101.687
1925,610,PANGKALAN KURAS,0.027,101.88
1926,610,UKUI,-0.225,101.962
1927,610,PANGKALAN LESUNG,-0.025,102.122
1928,610,BUNUT,0.285,102.117
1929,610,PELALAWAN,0.459,102.146
1930,610,BANDAR PETALANGAN,0.126,102.19
1931,610,KUALA KAMPAR,0.569,103.147
1932,610,KERUMUTAN,,102.367
1933,610,TELUK MERANTI,0.383,102.669
1934,611,MINAS,0.792,101.466
1935,611,SUNGAI MANDAU,0.981,101.711
1936,611,KANDIS,1.001,101.166
1937,611,SIAK,0.88,101.931
1938,611,KERINCI KANAN,0.491,101.782
1939,611,TUALANG,0.653,101.631
1940,611,DAYUN,0.658,102.071
1941,611,LUBUK DALAM,0.592,101.788
1942,611,KOTO GASIB,0.734,101.797
1943,611,MEMPURA,0.79,102.057
1944,611,SUNGAI APIT,0.797,102.419
1945,611,BUNGA RAYA,0.983,102.05
1946,611,SABAK AUH,1.115,102.115
1947,611,PUSAKO,0.899,102.153
1948,612,KAMPAR KIRI,-0.008,101.117
1949,612,KAMPAR KIRI HULU,-0.185,100.943
1950,612,KAMPAR KIRI HILIR,0.125,101.468
1951,612,GUNUNG SAHILAN,0.028,101.31
1952,612,KAMPAR KIRI TENGAH,0.129,101.332
1953,612,XIII KOTO KAMPAR,0.269,100.753
1954,612,BANGKINANG BARAT,0.344,100.912
1955,612,SALO,0.302,101.006
